    mass_H2O	        totU	     totAcid	     totBase	          pH	        U_aq	         U_s	        U_sc	        U_ex	        Kd_s	       Kd_sc	       Kd_ex	metaschoepite	
     1.00001	  4.5560e-05	  6.3967e-03	  1.0000e-09	  2.3152e+00	  4.2567e-05	  2.9931e-06	  5.0984e-08	  2.9421e-06	  7.0315e+01	  1.1977e+00	  6.9117e+01	           0	
     0.99993	  5.3021e-09	  1.4769e-02	  1.0000e-09	  1.9445e+00	  4.9587e-09	  3.4384e-10	  1.0809e-12	  3.4276e-10	  6.9342e+01	  2.1798e-01	  6.9124e+01	           0	
      0.9999	  5.1412e-09	  1.0000e-09	  1.8231e-02	  1.2128e+01	  5.1589e-10	  4.6254e-09	  4.6254e-09	  1.4405e-27	  8.9659e+03	  8.9659e+03	  2.7922e-15	           0	
    0.999933	  3.2196e-08	  1.0000e-09	  1.4537e-02	  1.2031e+01	  2.8487e-09	  2.9348e-08	  2.9348e-08	  1.9191e-26	  1.0302e+04	  1.0302e+04	  6.7365e-15	           0	
    0.999927	  6.9398e-05	  1.0000e-09	  1.5063e-02	  1.2043e+01	  6.7409e-05	  1.9943e-06	  1.9943e-06	  4.0689e-22	  2.9584e+01	  2.9584e+01	  6.0361e-15	           0	
     1.00005	  2.0098e-06	  1.0000e-09	  1.4551e-03	  1.1016e+01	  3.7369e-07	  1.6361e-06	  1.6361e-06	  7.9409e-21	  4.3782e+03	  4.3782e+03	  2.1250e-11	           0	
     1.00002	  6.1941e-08	  4.9497e-03	  1.0000e-09	  2.4215e+00	  5.7766e-08	  4.1734e-09	  1.1586e-10	  4.0576e-09	  7.2247e+01	  2.0057e+00	  7.0241e+01	           0	
    0.999918	  2.7194e-07	  1.6071e-02	  1.0000e-09	  1.9080e+00	  2.5437e-07	  1.7592e-08	  4.6703e-11	  1.7545e-08	  6.9159e+01	  1.8360e-01	  6.8975e+01	           0	
    0.999953	  1.0094e-07	  1.2238e-02	  1.0000e-09	  2.0260e+00	  9.4365e-08	  6.5794e-09	  3.0133e-11	  6.5493e-09	  6.9723e+01	  3.1932e-01	  6.9404e+01	           0	
    0.999895	  5.9950e-03	  1.0000e-09	  6.8200e-03	  1.1346e+01	  5.9936e-03	  2.0260e-06	  2.0260e-06	  3.3190e-18	  3.3802e-01	  3.3802e-01	  5.5375e-13	           0	
    0.999934	  1.2320e-03	  1.0000e-09	  1.2031e-02	  1.1875e+01	  1.2301e-03	  2.0006e-06	  2.0006e-06	  3.0551e-20	  1.6264e+00	  1.6264e+00	  2.4836e-14	           0	
    0.999992	  3.0110e-05	  7.9001e-03	  1.0000e-09	  2.2199e+00	  2.8139e-05	  1.9711e-06	  2.1957e-08	  1.9492e-06	  7.0048e+01	  7.8030e-01	  6.9268e+01	           0	
    0.999906	  7.0866e-06	  1.7417e-02	  1.0000e-09	  1.8736e+00	  6.6308e-06	  4.5650e-07	  1.0348e-09	  4.5546e-07	  6.8845e+01	  1.5606e-01	  6.8689e+01	           0	
     1.00002	  2.7196e-03	  9.7282e-03	  1.0000e-09	  2.4857e+00	  2.6135e-03	  1.0604e-04	  1.8575e-06	  1.0418e-04	  4.0574e+01	  7.1074e-01	  3.9863e+01	           0	
    0.999988	  5.9760e-08	  8.3171e-03	  1.0000e-09	  2.1941e+00	  5.5822e-08	  3.9384e-09	  3.9032e-11	  3.8993e-09	  7.0552e+01	  6.9922e-01	  6.9853e+01	           0	
     1.00002	  8.2614e-08	  4.2564e-03	  1.0000e-09	  2.4880e+00	  7.6989e-08	  5.6236e-09	  2.0990e-10	  5.4137e-09	  7.3045e+01	  2.7264e+00	  7.0319e+01	           0	
           1	  5.5866e-07	  6.5981e-03	  1.0000e-09	  2.2953e+00	  5.2155e-07	  3.7113e-08	  5.8341e-10	  3.6530e-08	  7.1160e+01	  1.1186e+00	  7.0041e+01	           0	
    0.999976	  1.4765e-03	  1.2590e-02	  1.0000e-09	  2.1309e+00	  1.4071e-03	  6.9367e-05	  5.4736e-07	  6.8820e-05	  4.9297e+01	  3.8900e-01	  4.8908e+01	           0	
     0.99998	  1.4037e-05	  9.1843e-03	  1.0000e-09	  2.1522e+00	  1.3119e-05	  9.1872e-07	  7.5213e-09	  9.1120e-07	  7.0031e+01	  5.7332e-01	  6.9458e+01	           0	
    0.999915	  4.6347e-03	  1.0000e-09	  2.3982e-03	  1.0924e+01	  2.1776e-03	  2.4573e-03	  2.0689e-06	  2.5169e-17	  1.1284e+03	  9.5009e-01	  1.1558e-11	  2.4552e-03	
     1.00005	  2.5723e-08	  1.0000e-09	  1.7203e-03	  1.1093e+01	  1.0646e-09	  2.4658e-08	  2.4658e-08	  1.2951e-23	  2.3162e+04	  2.3162e+04	  1.2165e-11	           0	
    0.999989	  2.3739e-09	  1.0000e-09	  8.3805e-03	  1.1792e+01	  1.5531e-10	  2.2186e-09	  2.2186e-09	  8.2010e-27	  1.4285e+04	  1.4285e+04	  5.2804e-14	           0	
     1.00006	  3.3213e-03	  6.9531e-03	  1.0000e-09	  3.4528e+00	  3.1895e-03	  1.3166e-04	  1.9106e-05	  1.1256e-04	  4.1280e+01	  5.9903e+00	  3.5290e+01	           0	
     1.00004	  1.7402e-03	  6.2647e-03	  1.0000e-09	  2.6762e+00	  1.6602e-03	  7.9911e-05	  2.1673e-06	  7.7744e-05	  4.8132e+01	  1.3054e+00	  4.6827e+01	           0	
    0.999928	  4.5694e-04	  1.0000e-09	  1.4217e-02	  1.1998e+01	  4.5497e-04	  1.9994e-06	  1.9994e-06	  4.0387e-21	  4.3944e+00	  4.3944e+00	  8.8767e-15	           0	
    0.999942	  4.9039e-08	  1.3467e-02	  1.0000e-09	  1.9845e+00	  4.5853e-08	  3.1882e-09	  1.2057e-11	  3.1761e-09	  6.9530e+01	  2.6295e-01	  6.9267e+01	           0	
    0.999945	  1.1836e-08	  1.3150e-02	  1.0000e-09	  1.9948e+00	  1.1067e-08	  7.7002e-10	  3.0540e-12	  7.6696e-10	  6.9579e+01	  2.7596e-01	  6.9303e+01	           0	
    0.999899	  1.9655e-08	  1.0000e-09	  1.8400e-02	  1.2132e+01	  1.9954e-09	  1.7659e-08	  1.7659e-08	  5.3726e-27	  8.8502e+03	  8.8502e+03	  2.6925e-15	           0	
     1.00006	  1.9828e-09	  1.4352e-05	  1.0000e-09	  6.3017e+00	  7.1008e-12	  1.9757e-09	  1.9756e-09	  7.1045e-14	  2.7823e+05	  2.7822e+05	  1.0005e+01	           0	
     1.00001	  7.7740e-06	  1.0000e-09	  5.9902e-03	  1.1645e+01	  5.8144e-06	  1.9596e-06	  1.9596e-06	  1.0287e-21	  3.3702e+02	  3.3702e+02	  1.7693e-13	           0	
    0.999983	  1.1463e-06	  1.0000e-09	  8.9931e-03	  1.1823e+01	  1.4524e-07	  1.0011e-06	  1.0011e-06	  5.9308e-24	  6.8927e+03	  6.8927e+03	  4.0834e-14	           0	
     1.00001	  1.5989e-08	  5.7452e-03	  1.0000e-09	  2.3559e+00	  1.4920e-08	  1.0688e-09	  2.2105e-11	  1.0467e-09	  7.1633e+01	  1.4816e+00	  7.0151e+01	           0	
     1.00002	  1.4318e-06	  5.2074e-03	  1.0000e-09	  2.3994e+00	  1.3356e-06	  9.6153e-08	  2.4162e-09	  9.3737e-08	  7.1991e+01	  1.8090e+00	  7.0182e+01	           0	
    0.999973	  4.2414e-04	  1.0000e-09	  9.2746e-03	  1.1806e+01	  4.2215e-04	  1.9998e-06	  1.9998e-06	  1.9646e-20	  4.7371e+00	  4.7371e+00	  4.6538e-14	           0	
      0.9999	  1.1270e-09	  1.8054e-02	  1.0000e-09	  1.8577e+00	  1.0545e-09	  7.2664e-11	  1.5279e-13	  7.2511e-11	  6.8911e+01	  1.4490e-01	  6.8767e+01	           0	
     1.00001	  2.4880e-05	  1.0000e-09	  5.5390e-03	  1.1609e+01	  2.2890e-05	  1.9900e-06	  1.9900e-06	  5.4160e-21	  8.6937e+01	  8.6937e+01	  2.3661e-13	           0	
    0.999979	  2.9972e-07	  1.0000e-09	  9.4712e-03	  1.1845e+01	  2.3827e-08	  2.7589e-07	  2.7589e-07	  8.0413e-25	  1.1579e+04	  1.1579e+04	  3.3749e-14	           0	
    0.999986	  7.7444e-05	  1.0000e-09	  8.5742e-03	  1.1796e+01	  7.5449e-05	  1.9964e-06	  1.9964e-06	  3.8420e-21	  2.6460e+01	  2.6460e+01	  5.0922e-14	           0	
    0.999931	  1.8802e-08	  1.0000e-09	  1.4828e-02	  1.2039e+01	  1.6736e-09	  1.7128e-08	  1.7128e-08	  1.0445e-26	  1.0235e+04	  1.0235e+04	  6.2413e-15	           0	
    0.999986	  1.3516e-09	  1.0000e-09	  8.7027e-03	  1.1809e+01	  8.9962e-11	  1.2616e-09	  1.2616e-09	  4.1400e-27	  1.4024e+04	  1.4024e+04	  4.6020e-14	           0	
     1.00003	  2.1885e-06	  1.0000e-09	  4.3254e-03	  1.1503e+01	  5.2547e-07	  1.6631e-06	  1.6631e-06	  2.8825e-22	  3.1649e+03	  3.1649e+03	  5.4855e-13	           0	
    0.999956	  1.3034e-07	  1.1872e-02	  1.0000e-09	  2.0392e+00	  1.2185e-07	  8.5029e-09	  4.1384e-11	  8.4616e-09	  6.9784e+01	  3.3964e-01	  6.9445e+01	           0	
    0.999906	  2.1254e-08	  1.0000e-09	  1.7594e-02	  1.2113e+01	  2.0997e-09	  1.9155e-08	  1.9155e-08	  6.7418e-27	  9.1224e+03	  9.1224e+03	  3.2108e-15	           0	
     1.00006	  2.7178e-08	  8.1308e-04	  1.0000e-09	  3.2427e+00	  2.3523e-08	  3.6543e-09	  1.9960e-09	  1.6583e-09	  1.5535e+02	  8.4852e+01	  7.0498e+01	           0	
     1.00002	  5.7166e-06	  1.0000e-09	  5.3392e-03	  1.1595e+01	  3.7755e-06	  1.9410e-06	  1.9410e-06	  9.9975e-22	  5.1411e+02	  5.1411e+02	  2.6480e-13	           0	
    0.999896	  5.3879e-08	  1.8552e-02	  1.0000e-09	  1.8460e+00	  5.0414e-08	  3.4709e-09	  6.9116e-12	  3.4640e-09	  6.8849e+01	  1.3710e-01	  6.8712e+01	           0	
    0.999956	  6.7072e-08	  1.0000e-09	  1.1994e-02	  1.1948e+01	  5.4063e-09	  6.1666e-08	  6.1666e-08	  7.5721e-26	  1.1406e+04	  1.1406e+04	  1.4006e-14	           0	
    0.999926	  9.7767e-04	  1.7155e-02	  1.0000e-09	  1.9328e+00	  9.2766e-04	  5.0080e-05	  1.7490e-07	  4.9905e-05	  5.3986e+01	  1.8854e-01	  5.3797e+01	           0	
    0.999925	  2.1026e-07	  1.0000e-09	  1.5504e-02	  1.2059e+01	  2.0863e-08	  1.8940e-07	  1.8940e-07	  1.0964e-25	  9.0784e+03	  9.0784e+03	  5.2555e-15	           0	
    0.999933	  1.9732e-06	  1.4395e-02	  1.0000e-09	  1.9558e+00	  1.8454e-06	  1.2798e-07	  4.2394e-10	  1.2756e-07	  6.9354e+01	  2.2973e-01	  6.9124e+01	           0	
     0.99998	  1.4877e-04	  1.0000e-09	  9.1101e-03	  1.1818e+01	  1.4678e-04	  1.9982e-06	  1.9982e-06	  6.2301e-21	  1.3614e+01	  1.3614e+01	  4.2446e-14	           0	
      0.9999	  9.2483e-04	  1.0000e-09	  1.6366e-02	  1.2040e+01	  9.2292e-04	  1.9998e-06	  1.9998e-06	  5.5727e-21	  2.1668e+00	  2.1668e+00	  6.0381e-15	           0	
    0.999727	  9.9176e-03	  1.0000e-09	  2.6818e-03	  1.0971e+01	  2.4350e-03	  7.4833e-03	  2.0619e-06	  2.0176e-17	  3.0733e+03	  8.4678e-01	  8.2859e-12	  7.4813e-03	
           1	  1.3847e-05	  1.0000e-09	  6.7063e-03	  1.1694e+01	  1.1868e-05	  1.9790e-06	  1.9790e-06	  1.4121e-21	  1.6676e+02	  1.6676e+02	  1.1899e-13	           0	
    0.999995	  2.6610e-05	  7.6040e-03	  1.0000e-09	  2.2363e+00	  2.4864e-05	  1.7459e-06	  2.0948e-08	  1.7250e-06	  7.0217e+01	  8.4250e-01	  6.9375e+01	           0	
    0.999882	  3.2451e-03	  1.0000e-09	  1.3708e-02	  1.1834e+01	  3.2435e-03	  2.0026e-06	  2.0026e-06	  9.8357e-20	  6.1741e-01	  6.1741e-01	  3.0325e-14	           0	
     1.00002	  1.5245e-03	  1.0000e-09	  2.3117e-03	  1.0980e+01	  1.5224e-03	  2.0490e-06	  2.0490e-06	  1.5778e-17	  1.3459e+00	  1.3459e+00	  1.0364e-11	           0	
     1.00002	  6.6402e-04	  1.0000e-09	  3.0452e-03	  1.1237e+01	  6.6199e-04	  2.0118e-06	  2.0118e-06	  2.1157e-18	  3.0390e+00	  3.0390e+00	  3.1959e-12	           0	
    0.999974	  1.4638e-06	  1.0000e-09	  1.0017e-02	  1.1870e+01	  2.4125e-07	  1.2225e-06	  1.2225e-06	  6.6234e-24	  5.0674e+03	  5.0674e+03	  2.7455e-14	           0	
     1.00001	  1.4156e-06	  6.1792e-03	  1.0000e-09	  2.3242e+00	  1.3213e-06	  9.4273e-08	  1.6887e-09	  9.2584e-08	  7.1349e+01	  1.2781e+00	  7.0071e+01	           0	
     1.00001	  8.7802e-06	  5.6488e-03	  1.0000e-09	  2.3647e+00	  8.1942e-06	  5.8596e-07	  1.2572e-08	  5.7338e-07	  7.1509e+01	  1.5342e+00	  6.9975e+01	           0	
    0.999872	  1.0289e-03	  1.0000e-09	  1.9357e-02	  1.2114e+01	  1.0271e-03	  1.9998e-06	  1.9998e-06	  3.1790e-21	  1.9471e+00	  1.9471e+00	  3.0953e-15	           0	
     1.00003	  7.4160e-04	  1.0000e-09	  2.1090e-03	  1.1033e+01	  7.3955e-04	  2.0283e-06	  2.0283e-06	  8.1554e-18	  2.7426e+00	  2.7426e+00	  1.1028e-11	           0	
     1.00005	  6.6942e-05	  1.2569e-03	  1.0000e-09	  3.0888e+00	  6.1458e-05	  5.4798e-06	  1.2322e-06	  4.2476e-06	  8.9163e+01	  2.0050e+01	  6.9114e+01	           0	
    0.999997	  1.6908e-07	  1.0000e-09	  7.4871e-03	  1.1743e+01	  1.1342e-08	  1.5774e-07	  1.5774e-07	  9.0071e-25	  1.3908e+04	  1.3908e+04	  7.9413e-14	           0	
    0.999977	  1.2521e-09	  9.5936e-03	  1.0000e-09	  2.1318e+00	  1.1700e-09	  8.2170e-11	  6.1233e-13	  8.1557e-11	  7.0230e+01	  5.2336e-01	  6.9707e+01	           0	
    0.999886	  1.4335e-08	  1.9668e-02	  1.0000e-09	  1.8208e+00	  1.3415e-08	  9.2183e-10	  1.6328e-12	  9.2020e-10	  6.8716e+01	  1.2172e-01	  6.8595e+01	           0	
    0.999868	  2.9826e-03	  1.0000e-09	  1.5870e-02	  1.1924e+01	  2.9810e-03	  2.0014e-06	  2.0014e-06	  4.4466e-20	  6.7140e-01	  6.7140e-01	  1.4916e-14	           0	
    0.999983	  1.5392e-06	  8.8853e-03	  1.0000e-09	  2.1654e+00	  1.4381e-06	  1.0119e-07	  8.7961e-10	  1.0031e-07	  7.0367e+01	  6.1166e-01	  6.9756e+01	           0	
    0.999967	  7.8543e-09	  1.0000e-09	  1.0772e-02	  1.1901e+01	  5.8286e-10	  7.2715e-09	  7.2715e-09	  1.2210e-26	  1.2476e+04	  1.2476e+04	  2.0949e-14	           0	
    0.999961	  3.4535e-04	  1.0000e-09	  1.0832e-02	  1.1882e+01	  3.4337e-04	  1.9993e-06	  1.9993e-06	  8.4105e-21	  5.8227e+00	  5.8227e+00	  2.4494e-14	           0	
    0.999925	  2.0945e-06	  1.0000e-09	  1.5475e-02	  1.2058e+01	  5.9570e-07	  1.4988e-06	  1.4988e-06	  3.1548e-24	  2.5161e+03	  2.5161e+03	  5.2960e-15	           0	
    0.999938	  2.2526e-09	  1.3903e-02	  1.0000e-09	  1.9707e+00	  2.1065e-09	  1.4633e-10	  5.1915e-13	  1.4581e-10	  6.9466e+01	  2.4646e-01	  6.9220e+01	           0	
    0.999956	  5.5887e-06	  1.0000e-09	  1.2017e-02	  1.1948e+01	  3.6773e-06	  1.9116e-06	  1.9116e-06	  5.1250e-23	  5.1984e+02	  5.1984e+02	  1.3937e-14	           0	
     0.99982	  4.6561e-03	  1.0000e-09	  1.7842e-02	  1.1917e+01	  4.6550e-03	  2.0022e-06	  2.0022e-06	  6.6428e-20	  4.3013e-01	  4.3013e-01	  1.4270e-14	           0	
     1.00002	  1.6375e-06	  4.3904e-03	  1.0000e-09	  2.4746e+00	  1.5263e-06	  1.1116e-07	  3.9058e-09	  1.0725e-07	  7.2829e+01	  2.5590e+00	  7.0270e+01	           0	
    0.999857	  1.7576e-03	  1.0000e-09	  1.9563e-02	  1.2089e+01	  1.7559e-03	  2.0001e-06	  2.0001e-06	  6.6542e-21	  1.1391e+00	  1.1391e+00	  3.7896e-15	           0	
    0.999951	  5.4211e-07	  1.2484e-02	  1.0000e-09	  2.0174e+00	  5.0682e-07	  3.5312e-08	  1.5546e-10	  3.5157e-08	  6.9674e+01	  3.0673e-01	  6.9367e+01	           0	
    0.999942	  7.8921e-07	  1.0000e-09	  1.3556e-02	  1.2001e+01	  9.6896e-08	  6.9231e-07	  6.9231e-07	  8.5331e-25	  7.1449e+03	  7.1449e+03	  8.8064e-15	           0	
    0.999944	  3.2946e-06	  1.0000e-09	  1.3338e-02	  1.1994e+01	  1.5090e-06	  1.7856e-06	  1.7856e-06	  1.4148e-23	  1.1833e+03	  1.1833e+03	  9.3754e-15	           0	
     1.00004	  1.2100e-09	  2.9997e-03	  1.0000e-09	  2.6431e+00	  1.1245e-09	  8.5484e-11	  6.2613e-12	  7.9222e-11	  7.6022e+01	  5.5682e+00	  7.0454e+01	           0	
     1.00001	  1.9025e-03	  1.0000e-09	  2.0483e-03	  1.0857e+01	  1.8586e-03	  4.3871e-05	  2.0803e-06	  3.4442e-17	  2.3604e+01	  1.1193e+00	  1.8531e-11	  4.1790e-05	
    0.999937	  1.3113e-06	  1.0000e-09	  1.4107e-02	  1.2018e+01	  2.2368e-07	  1.0876e-06	  1.0876e-06	  1.6915e-24	  4.8622e+03	  4.8622e+03	  7.5620e-15	           0	
      0.9999	  4.7124e-07	  1.0000e-09	  1.8304e-02	  1.2130e+01	  5.8103e-08	  4.1315e-07	  4.1315e-07	  1.5972e-25	  7.1105e+03	  7.1105e+03	  2.7488e-15	           0	
    0.999935	  3.9171e-03	  1.0000e-09	  1.6976e-03	  1.0777e+01	  1.5372e-03	  2.3801e-03	  2.0966e-06	  5.0173e-17	  1.5484e+03	  1.3640e+00	  3.2641e-11	  2.3780e-03	
     1.00005	  6.2413e-08	  1.9846e-03	  1.0000e-09	  2.8285e+00	  5.7599e-08	  4.8123e-09	  7.4938e-10	  4.0629e-09	  8.3549e+01	  1.3010e+01	  7.0539e+01	           0	
    0.999967	  1.1510e-07	  1.0692e-02	  1.0000e-09	  2.0847e+00	  1.0757e-07	  7.5298e-09	  4.5186e-11	  7.4846e-09	  6.9999e+01	  4.2007e-01	  6.9579e+01	           0	
     1.00003	  1.1065e-03	  1.0000e-09	  2.2470e-04	  9.8277e+00	  1.6992e-04	  9.3654e-04	  2.8346e-06	  4.0757e-15	  5.5117e+03	  1.6682e+01	  2.3986e-08	  9.3371e-04	
    0.999906	  2.2888e-06	  1.0000e-09	  1.7555e-02	  1.2112e+01	  7.4137e-07	  1.5475e-06	  1.5475e-06	  2.4028e-24	  2.0873e+03	  2.0873e+03	  3.2410e-15	           0	
     1.00004	  8.6271e-09	  1.0000e-09	  2.4918e-03	  1.1259e+01	  3.7907e-10	  8.2480e-09	  8.2480e-09	  1.3459e-24	  2.1759e+04	  2.1759e+04	  3.5507e-12	           0	
    0.999947	  2.6508e-04	  1.0000e-09	  1.2458e-02	  1.1949e+01	  2.6309e-04	  1.9988e-06	  1.9988e-06	  3.6062e-21	  7.5974e+00	  7.5974e+00	  1.3707e-14	           0	
    0.999899	  8.0794e-04	  1.0000e-09	  1.6798e-02	  1.2057e+01	  8.0602e-04	  1.9997e-06	  1.9997e-06	  4.1773e-21	  2.4809e+00	  2.4809e+00	  5.1826e-15	           0	
    0.999903	  5.1031e-05	  1.0000e-09	  1.7789e-02	  1.2116e+01	  4.9045e-05	  1.9912e-06	  1.9912e-06	  1.5343e-22	  4.0599e+01	  4.0599e+01	  3.1284e-15	           0	
    0.999904	  1.0753e-05	  1.7645e-02	  1.0000e-09	  1.8682e+00	  1.0062e-05	  6.9170e-07	  1.5302e-09	  6.9017e-07	  6.8742e+01	  1.5207e-01	  6.8590e+01	           0	
     1.00004	  4.4301e-09	  1.0000e-09	  3.1951e-03	  1.1369e+01	  2.0585e-10	  4.2242e-09	  4.2242e-09	  3.1689e-25	  2.0520e+04	  2.0520e+04	  1.5394e-12	           0	
    0.999911	  1.1242e-07	  1.6880e-02	  1.0000e-09	  1.8868e+00	  1.0517e-07	  7.2628e-09	  1.7473e-11	  7.2453e-09	  6.9057e+01	  1.6614e-01	  6.8891e+01	           0	
    0.999981	  3.2275e-04	  9.7902e-03	  1.0000e-09	  2.1529e+00	  3.0332e-04	  1.9442e-05	  1.6189e-07	  1.9280e-05	  6.4096e+01	  5.3373e-01	  6.3562e+01	           0	
    0.999954	  1.4458e-08	  1.2112e-02	  1.0000e-09	  2.0305e+00	  1.3516e-08	  9.4267e-10	  4.4073e-12	  9.3826e-10	  6.9746e+01	  3.2609e-01	  6.9420e+01	           0	
    0.999992	  2.0922e-07	  1.0000e-09	  8.0115e-03	  1.1773e+01	  1.4736e-08	  1.9449e-07	  1.9449e-07	  9.1638e-25	  1.3198e+04	  1.3198e+04	  6.2188e-14	           0	
     1.00001	  6.3251e-04	  7.6831e-03	  1.0000e-09	  2.3078e+00	  5.9680e-04	  3.5700e-05	  5.3536e-07	  3.5165e-05	  5.9819e+01	  8.9704e-01	  5.8922e+01	           0	
     1.00005	  6.7908e-04	  2.3159e-03	  1.0000e-09	  3.1593e+00	  6.3823e-04	  4.0817e-05	  3.5810e-06	  3.7236e-05	  6.3953e+01	  5.6108e+00	  5.8342e+01	           0	
    0.999979	  1.5088e-07	  9.3138e-03	  1.0000e-09	  2.1447e+00	  1.4097e-07	  9.9092e-09	  7.8349e-11	  9.8309e-09	  7.0292e+01	  5.5577e-01	  6.9736e+01	           0	
    0.999938	  4.6062e-04	  1.0000e-09	  1.3083e-02	  1.1960e+01	  4.5865e-04	  1.9994e-06	  1.9994e-06	  5.6737e-21	  4.3594e+00	  4.3594e+00	  1.2370e-14	           0	
    0.999902	  8.2993e-06	  1.7892e-02	  1.0000e-09	  1.8620e+00	  7.7661e-06	  5.3401e-07	  1.1477e-09	  5.3286e-07	  6.8761e+01	  1.4778e-01	  6.8613e+01	           0	
    0.999917	  5.1184e-03	  1.0000e-09	  6.1247e-03	  1.1318e+01	  5.1168e-03	  2.0266e-06	  2.0266e-06	  3.6716e-18	  3.9607e-01	  3.9607e-01	  7.1756e-13	           0	
    0.999967	  7.3062e-09	  1.0000e-09	  1.0794e-02	  1.1902e+01	  5.4263e-10	  6.7636e-09	  6.7636e-09	  1.1281e-26	  1.2464e+04	  1.2464e+04	  2.0789e-14	           0	
     1.00001	  1.7402e-08	  1.0000e-09	  5.9532e-03	  1.1643e+01	  9.9135e-10	  1.6411e-08	  1.6411e-08	  1.7825e-25	  1.6554e+04	  1.6554e+04	  1.7980e-13	           0	
     0.99996	  3.1299e-05	  1.1493e-02	  1.0000e-09	  2.0557e+00	  2.9275e-05	  2.0259e-06	  1.0684e-08	  2.0152e-06	  6.9204e+01	  3.6496e-01	  6.8839e+01	           0	
     1.00004	  1.6514e-06	  2.2385e-03	  1.0000e-09	  2.7748e+00	  1.5282e-06	  1.2317e-07	  1.5452e-08	  1.0772e-07	  8.0598e+01	  1.0112e+01	  7.0486e+01	           0	
    0.999909	  7.2875e-04	  1.0000e-09	  1.5745e-02	  1.2031e+01	  7.2682e-04	  1.9997e-06	  1.9997e-06	  4.7705e-21	  2.7513e+00	  2.7513e+00	  6.5636e-15	           0	
    0.999918	  3.3443e-09	  1.6094e-02	  1.0000e-09	  1.9074e+00	  3.1282e-09	  2.1635e-10	  5.7264e-13	  2.1578e-10	  6.9161e+01	  1.8306e-01	  6.8978e+01	           0	
    0.999918	  1.5507e-05	  1.6110e-02	  1.0000e-09	  1.9078e+00	  1.4509e-05	  9.9882e-07	  2.6578e-09	  9.9616e-07	  6.8840e+01	  1.8318e-01	  6.8657e+01	           0	
    0.999984	  2.8914e-06	  8.7690e-03	  1.0000e-09	  2.1713e+00	  2.7013e-06	  1.9009e-07	  1.6975e-09	  1.8839e-07	  7.0369e+01	  6.2839e-01	  6.9741e+01	           0	
    0.999984	  2.9950e-07	  1.0000e-09	  8.9533e-03	  1.1821e+01	  2.3181e-08	  2.7632e-07	  2.7632e-07	  9.6171e-25	  1.1920e+04	  1.1920e+04	  4.1487e-14	           0	
     1.00004	  3.1370e-07	  1.0000e-09	  3.0548e-03	  1.1349e+01	  1.6758e-08	  2.9694e-07	  2.9694e-07	  3.0032e-23	  1.7719e+04	  1.7719e+04	  1.7921e-12	           0	
     1.00002	  2.4626e-04	  5.0170e-03	  1.0000e-09	  2.4611e+00	  2.3073e-04	  1.5526e-05	  4.4419e-07	  1.5082e-05	  6.7293e+01	  1.9251e+00	  6.5368e+01	           0	
     1.00006	  2.7003e-05	  6.3414e-04	  1.0000e-09	  3.4053e+00	  2.3811e-05	  3.1907e-06	  1.5286e-06	  1.6621e-06	  1.3400e+02	  6.4196e+01	  6.9801e+01	           0	
     1.00006	  4.3232e-06	  2.3656e-04	  1.0000e-09	  3.9119e+00	  2.6329e-06	  1.6902e-06	  1.5075e-06	  1.8263e-07	  6.4194e+02	  5.7258e+02	  6.9364e+01	           0	
    0.999986	  5.8738e-04	  1.0000e-09	  7.5601e-03	  1.1697e+01	  5.8539e-04	  2.0007e-06	  2.0007e-06	  6.6095e-20	  3.4178e+00	  3.4178e+00	  1.1291e-13	           0	
    0.999995	  3.5546e-06	  1.0000e-09	  7.6638e-03	  1.1753e+01	  1.7005e-06	  1.8540e-06	  1.8540e-06	  1.2439e-22	  1.0903e+03	  1.0903e+03	  7.3146e-14	           0	
    0.999988	  4.5599e-07	  1.0000e-09	  8.4386e-03	  1.1795e+01	  3.7171e-08	  4.1882e-07	  4.1882e-07	  1.9143e-24	  1.1267e+04	  1.1267e+04	  5.1502e-14	           0	
     1.00001	  1.2915e-04	  1.0000e-09	  5.7223e-03	  1.1612e+01	  1.2715e-04	  1.9986e-06	  1.9986e-06	  2.9232e-20	  1.5718e+01	  1.5718e+01	  2.2990e-13	           0	
    0.999924	  4.0372e-04	  1.0000e-09	  1.4791e-02	  1.2019e+01	  4.0175e-04	  1.9992e-06	  1.9992e-06	  2.9798e-21	  4.9762e+00	  4.9762e+00	  7.4169e-15	           0	
    0.999942	  3.0637e-08	  1.3415e-02	  1.0000e-09	  1.9862e+00	  2.8647e-08	  1.9921e-09	  7.5915e-12	  1.9845e-09	  6.9538e+01	  2.6500e-01	  6.9273e+01	           0	
    0.999959	  1.7036e-09	  1.0000e-09	  1.1672e-02	  1.1936e+01	  1.3156e-10	  1.5720e-09	  1.5720e-09	  2.0413e-27	  1.1949e+04	  1.1949e+04	  1.5516e-14	           0	
    0.999985	  1.4129e-05	  1.0000e-09	  8.7448e-03	  1.1810e+01	  1.2152e-05	  1.9768e-06	  1.9768e-06	  5.5394e-22	  1.6267e+02	  1.6267e+02	  4.5583e-14	           0	
    0.999966	  7.7166e-04	  1.0000e-09	  9.3651e-03	  1.1784e+01	  7.6969e-04	  2.0006e-06	  2.0006e-06	  4.1950e-20	  2.5992e+00	  2.5992e+00	  5.4503e-14	           0	
